,cell_id,cell_label,organ_id,ensembl_id,mean_expr_value
60,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000164035.10,17.00714874267578
61,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000127329.15,6.436659336090088
62,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000130300.9,3.23599910736084
63,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000091428.18,4.844039440155029
64,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000169744.13,13.351823806762695
65,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000134138.20,10.484054565429688
66,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000120156.22,4.7682037353515625
67,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000150625.16,7.342511177062988
68,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000104368.18,5.477505207061768
69,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000136237.19,9.299306869506836
70,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000169744.13,3.8168420791625977
71,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000184005.11,2.544673442840576
72,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000127329.15,2.080845355987549
73,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000173482.17,3.496079683303833
74,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000185630.19,2.83829665184021
75,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000128512.23,1.7448906898498535
76,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000215386.13,2.5840368270874023
77,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000120156.22,1.573625087738037
78,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000150625.16,2.0033669471740723
79,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000148655.15,2.8194570541381836
80,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000169744.13,3.7734522819519043
81,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000184005.11,2.5329537391662598
82,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000127329.15,2.083230495452881
83,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000185630.19,2.8234424591064453
84,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000173482.17,3.441380023956299
85,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000215386.13,2.581526279449463
86,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000128512.23,1.7227452993392944
87,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000120156.22,1.5508124828338623
88,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000150625.16,1.9949580430984497
89,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000148655.15,2.7863001823425293
90,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000150625.16,0.4953000247478485
91,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000169744.13,0.17488446831703186
92,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000134138.20,0.1345522701740265
93,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000164035.10,0.0583684928715229
94,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000038295.8,0.05265950411558151
95,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000156049.7,0.04225035011768341
96,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000249106.1,0.01195499300956726
97,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000104368.18,0.025316454470157623
98,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000120156.22,0.021940927952528
99,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000170579.17,0.09890495240688324
100,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000150625.16,0.4938415586948395
101,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000169744.13,0.18204659223556519
102,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000134138.20,0.09929077327251434
103,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000038295.8,0.06858155876398087
104,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000164035.10,0.058156028389930725
105,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000156049.7,0.03764538839459419
106,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000249106.1,0.012056737206876278
107,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000104368.18,0.021276595070958138
108,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000226779.1,0.012765957042574883
109,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000170579.17,0.09939209371805191
110,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000224063.6,5.028258800506592
111,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000169744.13,17.703706741333008
112,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000038295.8,5.160139560699463
113,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000157554.19,2.2833333015441895
114,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000251322.9,1.566666603088379
115,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000150625.16,3.369671583175659
116,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000184005.11,4.7997260093688965
117,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000151702.17,1.4833333492279053
118,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000163513.19,3.933333396911621
119,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000128512.23,5.042510509490967
120,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000169744.13,12.591446876525879
121,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000251322.9,1.1999998092651367
122,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000038295.8,3.2454545497894287
123,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000128512.23,3.607293128967285
124,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000150625.16,2.3818180561065674
125,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000184005.11,3.8266947269439697
126,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000157554.19,1.445454478263855
127,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000198795.11,1.8318181037902832
128,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000110799.14,1.9318181276321411
129,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000224063.6,3.1761388778686523
130,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000150625.16,0.878154993057251
131,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000170579.17,0.15796343982219696
132,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000184408.10,0.11488250643014908
133,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000185760.16,0.09181897342205048
134,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000249106.1,0.022193212062120438
135,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000226779.1,0.028285464271903038
136,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000183742.13,0.050913840532302856
137,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000038295.8,0.031572211533784866
138,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000223786.1,0.07084937393665314
139,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000164330.17,0.05744125321507454
140,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000166833.22,0.7727273106575012
141,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000134138.20,0.9545454978942871
142,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000173482.17,1.6414141654968262
143,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000169744.13,1.0909091234207153
144,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000272168.8,0.5465116500854492
145,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000164330.17,0.5909091234207153
146,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000120278.16,0.4545454978942871
147,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000128512.23,0.7727273106575012
148,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000142192.21,1.1590908765792847
149,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000127329.15,0.3030302822589874
150,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000188342.12,1.0
151,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000005108.16,1.0
152,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000184005.11,2.0
153,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000169504.15,1.0
154,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000259138.1,0.5
155,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000103365.15,1.0
156,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000100503.25,1.0
157,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000089057.15,1.0
158,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000153914.16,1.0
159,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000178982.10,1.0
160,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000188342.12,1.0
161,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000005108.16,1.0
162,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000184005.11,2.0
163,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000169504.15,1.0
164,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000259138.1,0.5
165,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000103365.15,1.0
166,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000100503.25,1.0
167,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000089057.15,1.0
168,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000153914.16,1.0
169,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000178982.10,1.0
170,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000224063.6,0.45833325386047363
171,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000128512.23,1.5
172,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000184005.11,2.0
173,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000169744.13,1.75
174,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000145819.18,1.75
175,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000197958.13,1.125
176,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000136237.19,0.75
177,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000135317.13,0.75
178,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000172889.16,1.0
179,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000261371.6,1.0
180,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000224063.6,0.45833325386047363
181,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000128512.23,1.5
182,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000184005.11,2.0
183,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000169744.13,1.75
184,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000145819.18,1.75
185,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000197958.13,1.125
186,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000136237.19,0.75
187,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000135317.13,0.75
188,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000172889.16,1.0
189,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000261371.6,1.0
190,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000169744.13,1.8694745302200317
191,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000150625.16,1.2474613189697266
192,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000185774.16,3.2073349952697754
193,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000134138.20,1.48917555809021
194,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000185630.19,1.156051516532898
195,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000215386.13,1.5952057838439941
196,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000120156.22,0.7356240749359131
197,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000127329.15,0.6767562627792358
198,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000173482.17,0.9945329427719116
199,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000115306.16,0.7998330593109131
200,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000169744.13,1.8576176166534424
201,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000150625.16,1.2421526908874512
202,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000185774.16,3.182661533355713
203,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000134138.20,1.505350947380066
204,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000185630.19,1.1691477298736572
205,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000215386.13,1.5933457612991333
206,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000120156.22,0.7517063021659851
207,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000173482.17,1.0139847993850708
208,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000127329.15,0.6747906804084778
209,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000164035.10,0.9947993755340576
210,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000184005.11,2.1382548809051514
211,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000169744.13,4.252903461456299
