,organ_name,organ_name_in_FTU,FTU_name,cell_id,cell_label,organ_id,ensembl_id,mean_expr_value
80,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000169744.13,3.7734522819519043
81,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000184005.11,2.5329537391662598
82,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000127329.15,2.083230495452881
83,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000185630.19,2.8234424591064453
84,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000173482.17,3.441380023956299
85,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000215386.13,2.581526279449463
86,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000128512.23,1.7227452993392944
87,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000120156.22,1.5508124828338623
88,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000150625.16,1.9949580430984497
89,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000148655.15,2.7863001823425293
90,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000150625.16,0.4953000247478485
91,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000169744.13,0.17488446831703186
92,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000134138.20,0.1345522701740265
93,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000164035.10,0.0583684928715229
94,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000038295.8,0.05265950411558151
95,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000156049.7,0.04225035011768341
96,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000249106.1,0.01195499300956726
97,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000104368.18,0.025316454470157623
98,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000120156.22,0.021940927952528
99,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000170579.17,0.09890495240688324
100,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000150625.16,0.4938415586948395
101,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000169744.13,0.18204659223556519
102,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000134138.20,0.09929077327251434
103,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000038295.8,0.06858155876398087
104,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000164035.10,0.058156028389930725
105,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000156049.7,0.03764538839459419
106,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000249106.1,0.012056737206876278
107,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000104368.18,0.021276595070958138
108,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000226779.1,0.012765957042574883
109,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000170579.17,0.09939209371805191
110,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000224063.6,5.028258800506592
111,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000169744.13,17.703706741333008
112,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000038295.8,5.160139560699463
113,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000157554.19,2.2833333015441895
114,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000251322.9,1.566666603088379
115,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000150625.16,3.369671583175659
116,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000184005.11,4.7997260093688965
117,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000151702.17,1.4833333492279053
118,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000163513.19,3.933333396911621
119,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000128512.23,5.042510509490967
120,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000169744.13,12.591446876525879
121,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000251322.9,1.1999998092651367
122,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000038295.8,3.2454545497894287
123,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000128512.23,3.607293128967285
124,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000150625.16,2.3818180561065674
125,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000184005.11,3.8266947269439697
126,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000157554.19,1.445454478263855
127,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000198795.11,1.8318181037902832
128,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000110799.14,1.9318181276321411
129,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000224063.6,3.1761388778686523
130,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000150625.16,0.878154993057251
131,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000170579.17,0.15796343982219696
132,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000184408.10,0.11488250643014908
133,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000185760.16,0.09181897342205048
134,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000249106.1,0.022193212062120438
135,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000226779.1,0.028285464271903038
136,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000183742.13,0.050913840532302856
137,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000038295.8,0.031572211533784866
138,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000223786.1,0.07084937393665314
139,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000164330.17,0.05744125321507454
140,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000166833.22,0.7727273106575012
141,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000134138.20,0.9545454978942871
142,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000173482.17,1.6414141654968262
143,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000169744.13,1.0909091234207153
144,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000272168.8,0.5465116500854492
145,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000164330.17,0.5909091234207153
146,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000120278.16,0.4545454978942871
147,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000128512.23,0.7727273106575012
148,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000142192.21,1.1590908765792847
149,Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000127329.15,0.3030302822589874
