organ_name,organ_name_in_FTU,FTU_name,cell_id,cell_label,organ_id,ensembl_id,mean_expr_value
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000215386.13,11.240324020385742
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000127329.15,3.454861879348755
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000038295.8,5.857142925262451
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000261371.6,3.2063496112823486
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000104368.18,2.912698745727539
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000249797.2,5.101586818695068
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000251322.9,1.6666669845581055
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000151702.17,2.0714290142059326
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000178695.6,1.25
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000275688.4,0.5833332538604736
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000238018.2,0.375
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000121858.11,0.75
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000159202.18,0.75
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000166260.13,0.5833330154418945
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000276409.5,0.45833325386047363
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000174640.15,0.75
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000236552.2,0.625
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000274736.5,1.0
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000169744.13,17.983192443847656
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000148516.21,4.415938377380371
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000160145.15,4.364785194396973
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000153317.15,3.982142925262451
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000249797.2,6.111791610717773
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000130300.9,2.095238447189331
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000162618.15,2.043290376663208
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000173482.17,7.170664310455322
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000106991.14,2.375
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000145819.18,4.238095760345459
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000169744.13,3.993243455886841
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000148516.21,0.7342342138290405
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000249797.2,1.0090090036392212
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000150625.16,0.9932432174682617
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000184005.11,1.3108108043670654
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000173482.17,1.5067569017410278
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000160145.15,0.8663569092750549
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000134138.20,1.279279351234436
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000120156.22,0.6216216087341309
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000153317.15,0.7770270109176636
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000169744.13,12.604453086853027
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000164035.10,7.395882606506348
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000133687.16,6.487735748291016
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000128512.23,7.2242841720581055
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000150625.16,6.256236553192139
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000184005.11,6.334527969360352
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000120156.22,3.1842105388641357
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000157554.19,3.2681498527526855
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000127329.15,2.945065498352051
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000156049.7,13.774170875549316
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000164035.10,17.00714874267578
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000127329.15,6.436659336090088
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000130300.9,3.23599910736084
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000091428.18,4.844039440155029
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000169744.13,13.351823806762695
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000134138.20,10.484054565429688
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000120156.22,4.7682037353515625
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000150625.16,7.342511177062988
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000104368.18,5.477505207061768
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000136237.19,9.299306869506836
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000169744.13,3.8168420791625977
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000184005.11,2.544673442840576
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000127329.15,2.080845355987549
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000173482.17,3.496079683303833
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000185630.19,2.83829665184021
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000128512.23,1.7448906898498535
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000215386.13,2.5840368270874023
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000120156.22,1.573625087738037
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000150625.16,2.0033669471740723
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000148655.15,2.8194570541381836
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000169744.13,3.7734522819519043
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000184005.11,2.5329537391662598
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000127329.15,2.083230495452881
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000185630.19,2.8234424591064453
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000173482.17,3.441380023956299
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000215386.13,2.581526279449463
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000128512.23,1.7227452993392944
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000120156.22,1.5508124828338623
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000150625.16,1.9949580430984497
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000148655.15,2.7863001823425293
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000150625.16,0.4953000247478485
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000169744.13,0.17488446831703186
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000134138.20,0.1345522701740265
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000164035.10,0.0583684928715229
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000038295.8,0.05265950411558151
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000156049.7,0.04225035011768341
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000249106.1,0.01195499300956726
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000104368.18,0.025316454470157623
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000120156.22,0.021940927952528
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000170579.17,0.09890495240688324
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000150625.16,0.4938415586948395
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000169744.13,0.18204659223556519
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000134138.20,0.09929077327251434
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000038295.8,0.06858155876398087
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000164035.10,0.058156028389930725
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000156049.7,0.03764538839459419
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000249106.1,0.012056737206876278
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000104368.18,0.021276595070958138
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000226779.1,0.012765957042574883
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000170579.17,0.09939209371805191
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000224063.6,5.028258800506592
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000169744.13,17.703706741333008
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000038295.8,5.160139560699463
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000157554.19,2.2833333015441895
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000251322.9,1.566666603088379
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000150625.16,3.369671583175659
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000184005.11,4.7997260093688965
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000151702.17,1.4833333492279053
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000163513.19,3.933333396911621
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000128512.23,5.042510509490967
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000169744.13,12.591446876525879
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000251322.9,1.1999998092651367
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000038295.8,3.2454545497894287
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000128512.23,3.607293128967285
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000150625.16,2.3818180561065674
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000184005.11,3.8266947269439697
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000157554.19,1.445454478263855
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000198795.11,1.8318181037902832
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000110799.14,1.9318181276321411
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000224063.6,3.1761388778686523
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000150625.16,0.878154993057251
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000170579.17,0.15796343982219696
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000184408.10,0.11488250643014908
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000185760.16,0.09181897342205048
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000249106.1,0.022193212062120438
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000226779.1,0.028285464271903038
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000183742.13,0.050913840532302856
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000038295.8,0.031572211533784866
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000223786.1,0.07084937393665314
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000164330.17,0.05744125321507454
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000166833.22,0.7727273106575012
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000134138.20,0.9545454978942871
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000173482.17,1.6414141654968262
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000169744.13,1.0909091234207153
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000272168.8,0.5465116500854492
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000164330.17,0.5909091234207153
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000120278.16,0.4545454978942871
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000128512.23,0.7727273106575012
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000142192.21,1.1590908765792847
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000127329.15,0.3030302822589874
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000188342.12,1.0
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000005108.16,1.0
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000184005.11,2.0
Kidney,Kidney,Thick Ascending Loop Of Henle,CL:1001131,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/UBERON_0002113,ENSG00000169504.15,1.0
